1,60
2,60
3,59
4,58
5,59
6,57
7,57
8,56
9,54
10,54
11,54
12,53
13,52
14,52
15,52
16,52
17,45
18,46
19,46
20,46
21,47
22,47
23,46
24,46
25,44
26,42
27,41
28,43
29,41
30,43
31,42
32,42
33,41
34,41
35,40
36,40
37,40
38,40
39,40
40,40
41,40
42,40
43,40
44,40
45,40
46,40
47,40
48,40
49,40
50,40
51,40
52,40
53,40
54,40
55,40
56,40
57,40
58,40
59,40
60,40
